Ship Mode,Ship Date,Order Date,Customer ID,Product ID
Standard Class,2019-06-04,2019-05-31,BP-11290,OFF-PA-10001846
Standard Class,2019-06-04,2019-05-30,EM-14140,OFF-PA-10004888
Standard Class,2019-06-04,2019-05-30,EM-14140,OFF-PA-10000994
Standard Class,2019-06-03,2019-05-28,KC-16675,OFF-PA-10001667
Standard Class,2019-05-30,2019-05-25,JB-16045,OFF-PA-10002893
Standard Class,2019-05-27,2019-05-23,CC-12370,OFF-PA-10000029
Standard Class,2019-05-27,2019-05-23,AP-10720,OFF-PA-10001526
Standard Class,2019-06-01,2019-05-26,TB-21280,OFF-PA-10004675
Standard Class,2019-06-01,2019-05-26,TB-21280,OFF-PA-10002689
Standard Class,2019-04-17,2019-04-12,TB-21175,OFF-PA-10000807
Standard Class,2019-04-25,2019-04-19,GM-14455,OFF-PA-10000418
Standard Class,2019-04-23,2019-04-18,CR-12580,OFF-PA-10001560
Standard Class,2019-04-22,2019-04-16,PK-19075,OFF-PA-10003022
Standard Class,2019-04-13,2019-04-08,JL-15505,OFF-PA-10002713
Standard Class,2019-04-15,2019-04-08,CK-12325,OFF-PA-10001934
Standard Class,2019-04-16,2019-04-12,BD-11605,OFF-PA-10000100
Standard Class,2019-05-06,2019-05-02,EH-13765,OFF-PA-10000533
Standard Class,2019-05-10,2019-05-06,BE-11455,OFF-PA-10002581
Standard Class,2019-05-09,2019-05-05,RB-19465,OFF-PA-10001001
Standard Class,2019-05-02,2019-04-28,EH-14005,OFF-PA-10001970
Standard Class,2019-04-28,2019-04-24,CL-12700,OFF-PA-10003441
Standard Class,2019-04-28,2019-04-23,HK-14890,OFF-PA-10002666
Standard Class,2019-12-21,2019-12-17,AH-10075,OFF-PA-10001972
Standard Class,2019-12-19,2019-12-15,TC-21475,OFF-PA-10002552
Standard Class,2019-12-19,2019-12-14,PK-19075,OFF-PA-10001471
Standard Class,2019-12-18,2019-12-12,EC-14050,OFF-PA-10004438
Standard Class,2019-12-29,2019-12-25,TS-21655,OFF-PA-10003302
Standard Class,2020-01-02,2019-12-27,MT-17815,OFF-PA-10001972
Standard Class,2020-01-02,2019-12-27,MT-17815,OFF-PA-10004041
Standard Class,2019-12-30,2019-12-26,FP-14320,OFF-PA-10003673
Standard Class,2019-12-28,2019-12-23,FM-14290,OFF-PA-10000477
Standard Class,2019-12-30,2019-12-23,EH-13765,OFF-PA-10001295
Standard Class,2019-12-30,2019-12-23,EH-13765,OFF-PA-10004327
Standard Class,2019-12-07,2019-12-02,JF-15190,OFF-PA-10000062
Standard Class,2019-12-06,2019-11-30,BS-11755,OFF-PA-10002713
Standard Class,2019-12-06,2019-11-30,BS-11755,OFF-PA-10000380
Standard Class,2019-12-13,2019-12-09,GB-14530,OFF-PA-10002250
Standard Class,2019-12-14,2019-12-10,SL-20155,OFF-PA-10004609
Standard Class,2019-12-16,2019-12-10,CM-12235,OFF-PA-10001776
Standard Class,2019-12-16,2019-12-10,BW-11110,OFF-PA-10000659
Standard Class,2019-12-17,2019-12-10,AP-10915,OFF-PA-10001125
Standard Class,2019-12-12,2019-12-06,GT-14710,OFF-PA-10000482
Standard Class,2019-12-12,2019-12-06,GT-14710,OFF-PA-10001736
Standard Class,2020-02-28,2020-02-24,ES-14080,OFF-PA-10001125
Standard Class,2020-03-07,2020-03-03,RE-19450,OFF-PA-10001307
Standard Class,2020-03-08,2020-03-02,DB-13555,OFF-PA-10002764
Standard Class,2020-03-06,2020-02-28,DB-13660,OFF-PA-10002137
Standard Class,2020-03-09,2020-03-04,DP-13000,OFF-PA-10000806
Standard Class,2020-02-17,2020-02-13,JP-15460,OFF-PA-10001184
Standard Class,2020-02-23,2020-02-17,GH-14410,OFF-PA-10001838
Standard Class,2020-02-20,2020-02-16,LF-17185,OFF-PA-10003465
Standard Class,2020-01-20,2020-01-14,HR-14770,OFF-PA-10004156
Standard Class,2020-01-23,2020-01-19,RM-19375,OFF-PA-10000157
Standard Class,2020-01-19,2020-01-15,SC-20095,OFF-PA-10004675
Standard Class,2020-01-06,2019-12-31,EP-13915,OFF-PA-10002250
Standard Class,2020-01-04,2019-12-30,EH-14185,OFF-PA-10002421
Standard Class,2020-02-01,2020-01-28,GB-14575,OFF-PA-10000806
Standard Class,2020-02-08,2020-02-03,SC-20380,OFF-PA-10004381
Standard Class,2020-01-23,2020-01-19,RM-19375,OFF-PA-10001970
Standard Class,2020-01-28,2020-01-23,CS-12250,OFF-PA-10004621
Standard Class,2020-01-28,2020-01-23,CS-12250,OFF-PA-10002262
Standard Class,2020-01-27,2020-01-22,AD-10180,OFF-PA-10001667
Standard Class,2019-10-19,2019-10-13,HA-14920,OFF-PA-10000551
Standard Class,2019-10-28,2019-10-24,JP-15460,OFF-PA-10003072
Standard Class,2019-10-29,2019-10-23,HK-14890,OFF-PA-10000595
Standard Class,2019-10-29,2019-10-23,SR-20740,OFF-PA-10000482
Standard Class,2019-10-21,2019-10-15,PB-18805,OFF-PA-10001509
Standard Class,2019-10-21,2019-10-15,PB-18805,OFF-PA-10003001
Standard Class,2019-10-21,2019-10-15,PB-18805,OFF-PA-10000740
Standard Class,2019-10-18,2019-10-14,PW-19030,OFF-PA-10001970
Standard Class,2019-10-20,2019-10-14,NC-18415,OFF-PA-10002377
Standard Class,2019-10-20,2019-10-14,NC-18415,OFF-PA-10002319
Standard Class,2019-10-20,2019-10-13,BW-11110,OFF-PA-10001295
Standard Class,2019-10-21,2019-10-15,CD-12790,OFF-PA-10003177
Standard Class,2019-09-23,2019-09-18,AM-10705,OFF-PA-10000533
Standard Class,2019-09-20,2019-09-15,RB-19570,OFF-PA-10000807
Standard Class,2019-09-19,2019-09-15,DB-13210,OFF-PA-10003651
Standard Class,2019-09-18,2019-09-14,PN-18775,OFF-PA-10000029
Standard Class,2019-09-18,2019-09-13,AG-10270,OFF-PA-10001838
Standard Class,2019-09-18,2019-09-13,AG-10270,OFF-PA-10002250
Standard Class,2019-09-18,2019-09-12,SC-20695,OFF-PA-10003790
Standard Class,2019-09-29,2019-09-25,KE-16420,OFF-PA-10000380
Standard Class,2019-09-30,2019-09-24,BP-11230,OFF-PA-10001569
Standard Class,2019-09-30,2019-09-26,SN-20710,OFF-PA-10004040
Standard Class,2019-09-28,2019-09-22,RC-19960,OFF-PA-10002195
Standard Class,2019-09-28,2019-09-22,AC-10660,OFF-PA-10002245
Standard Class,2019-11-22,2019-11-18,SN-20710,OFF-PA-10001970
Standard Class,2019-11-25,2019-11-19,ND-18370,OFF-PA-10001509
Standard Class,2019-11-24,2019-11-19,EH-13945,OFF-PA-10004735
Standard Class,2019-11-17,2019-11-13,CC-12430,OFF-PA-10001289
Standard Class,2019-11-20,2019-11-14,JM-16195,OFF-PA-10001609
Standard Class,2019-11-30,2019-11-24,SC-20050,OFF-PA-10001609
Standard Class,2019-11-29,2019-11-24,CD-11980,OFF-PA-10000241
Standard Class,2019-11-30,2019-11-25,HJ-14875,OFF-PA-10004675
Standard Class,2019-11-25,2019-11-20,BF-10975,OFF-PA-10000418
Standard Class,2019-11-25,2019-11-20,BF-10975,OFF-PA-10001622
Standard Class,2019-11-26,2019-11-21,RD-19720,OFF-PA-10001790
Standard Class,2019-11-28,2019-11-21,MV-18190,OFF-PA-10000232
Standard Class,2019-11-09,2019-11-03,PJ-18835,OFF-PA-10002160
Standard Class,2019-11-03,2019-10-28,JD-15895,OFF-PA-10004243
Standard Class,2019-11-03,2019-10-28,JD-15895,OFF-PA-10002105
Standard Class,2019-11-14,2019-11-10,PP-18955,OFF-PA-10000682
Standard Class,2019-11-14,2019-11-10,PP-18955,OFF-PA-10001776
Standard Class,2019-11-14,2019-11-10,PP-18955,OFF-PA-10004039
Standard Class,2020-12-14,2020-12-07,TC-21535,OFF-PA-10000380
Second Class,2020-08-29,2020-08-27,DR-12880,OFF-PA-10001289
Second Class,2020-11-29,2020-11-25,EB-13750,OFF-PA-10002377
Standard Class,2020-08-24,2020-08-17,RW-19540,OFF-PA-10003893
Second Class,2020-07-19,2020-07-17,AJ-10795,OFF-PA-10004609
First Class,2020-03-31,2020-03-28,DH-13075,OFF-PA-10000743
First Class,2020-03-31,2020-03-28,DH-13075,OFF-PA-10003651
First Class,2020-03-31,2020-03-28,DH-13075,OFF-PA-10000232
Standard Class,2020-03-03,2020-02-26,DB-13060,OFF-PA-10004041
Second Class,2020-09-13,2020-09-11,KH-16630,OFF-PA-10002262
Standard Class,2020-11-09,2020-11-05,AA-10645,OFF-PA-10003172
Standard Class,2020-11-05,2020-10-30,JK-15205,OFF-PA-10003424
Standard Class,2020-07-25,2020-07-21,SW-20455,OFF-PA-10003205
First Class,2020-09-05,2020-09-04,KB-16405,OFF-PA-10001800
Standard Class,2020-08-12,2020-08-07,MC-17575,OFF-PA-10001878
Standard Class,2020-08-11,2020-08-07,JL-15505,OFF-PA-10001970
Standard Class,2020-05-09,2020-05-04,LW-16990,OFF-PA-10002250
Standard Class,2020-05-07,2020-05-03,MK-18160,OFF-PA-10001166
Standard Class,2020-05-05,2020-04-30,AD-10180,OFF-PA-10000675
Standard Class,2020-03-31,2020-03-27,BD-11560,OFF-PA-10000740
Standard Class,2020-03-31,2020-03-27,BD-11560,OFF-PA-10000859
Standard Class,2020-03-31,2020-03-27,BD-11560,OFF-PA-10001144
Standard Class,2020-04-12,2020-04-08,AH-10120,OFF-PA-10001878
Standard Class,2020-04-12,2020-04-08,AH-10120,OFF-PA-10002923
Standard Class,2020-06-23,2020-06-19,GA-14515,OFF-PA-10004438
First Class,2020-06-19,2020-06-16,TS-21610,OFF-PA-10001776
Standard Class,2020-05-31,2020-05-26,CD-11920,OFF-PA-10000520
Standard Class,2020-12-03,2020-11-27,LW-16990,OFF-PA-10003129
Same Day,2020-11-24,2020-11-24,PR-18880,OFF-PA-10002137
First Class,2020-12-05,2020-12-02,VW-21775,OFF-PA-10004475
First Class,2020-12-05,2020-12-02,VW-21775,OFF-PA-10003893
Standard Class,2020-11-16,2020-11-12,DB-13120,OFF-PA-10002479
Same Day,2020-12-03,2020-12-03,TC-21295,OFF-PA-10000357
Standard Class,2020-12-21,2020-12-17,LC-17140,OFF-PA-10002615
Standard Class,2020-12-19,2020-12-15,KM-16660,OFF-PA-10004569
Standard Class,2020-12-14,2020-12-08,DM-13345,OFF-PA-10003022
First Class,2020-12-09,2020-12-08,LF-17185,OFF-PA-10003651
Standard Class,2020-12-12,2020-12-08,KH-16510,OFF-PA-10001970
Standard Class,2020-12-12,2020-12-08,KH-16510,OFF-PA-10002893
Standard Class,2020-12-12,2020-12-08,KH-16510,OFF-PA-10003724
Second Class,2020-12-07,2020-12-05,NP-18325,OFF-PA-10003039
Standard Class,2020-12-18,2020-12-13,EP-13915,OFF-PA-10003172
Standard Class,2020-12-18,2020-12-13,EP-13915,OFF-PA-10000232
Second Class,2020-12-12,2020-12-10,AG-10330,OFF-PA-10002005
Same Day,2020-09-26,2020-09-26,RA-19885,OFF-PA-10002245
Second Class,2020-09-28,2020-09-24,NK-18490,OFF-PA-10000551
Standard Class,2020-09-25,2020-09-21,DB-13615,OFF-PA-10004082
Standard Class,2020-10-10,2020-10-05,MP-18175,OFF-PA-10002581
Same Day,2020-09-12,2020-09-11,KF-16285,OFF-PA-10003172
Standard Class,2020-09-23,2020-09-18,SH-19975,OFF-PA-10004327
First Class,2020-09-17,2020-09-16,BB-10990,OFF-PA-10002615
Standard Class,2020-11-08,2020-11-03,PG-18895,OFF-PA-10003022
Same Day,2020-11-06,2020-11-06,FM-14290,OFF-PA-10000157
Same Day,2020-11-06,2020-11-06,FM-14290,OFF-PA-10002764
Same Day,2020-11-06,2020-11-06,FM-14290,OFF-PA-10000143
Standard Class,2019-06-16,2019-06-12,EA-14035,OFF-PA-10004782
Standard Class,2019-06-16,2019-06-12,EA-14035,OFF-PA-10000241
Standard Class,2019-06-11,2019-06-07,FM-14290,OFF-PA-10004000
Second Class,2019-06-25,2019-06-23,RD-19900,OFF-PA-10001019
Second Class,2019-06-26,2019-06-24,MJ-17740,OFF-PA-10000418
Standard Class,2019-06-22,2019-06-17,IG-15085,OFF-PA-10000806
First Class,2019-06-21,2019-06-20,RC-19825,OFF-PA-10002986
Second Class,2019-06-25,2019-06-20,DP-13105,OFF-PA-10001870
First Class,2019-06-20,2019-06-19,KC-16255,OFF-PA-10000350
Standard Class,2019-09-15,2019-09-08,LP-17095,OFF-PA-10004610
First Class,2019-09-06,2019-09-05,JH-15985,OFF-PA-10004381
First Class,2019-08-27,2019-08-26,RF-19735,OFF-PA-10003625
Standard Class,2019-08-22,2019-08-16,JP-15520,OFF-PA-10000019
Second Class,2019-02-22,2019-02-19,GT-14710,OFF-PA-10001736
Standard Class,2019-05-24,2019-05-18,EB-13930,OFF-PA-10004040
Standard Class,2019-05-31,2019-05-26,SV-20785,OFF-PA-10001293
Second Class,2019-04-17,2019-04-15,JK-16120,OFF-PA-10004327
Standard Class,2019-04-16,2019-04-10,FM-14215,OFF-PA-10002787
Standard Class,2019-09-17,2019-09-11,KC-16540,OFF-PA-10004569
Same Day,2019-12-11,2019-12-11,WB-21850,OFF-PA-10000241
Same Day,2019-12-01,2019-12-01,LB-16795,OFF-PA-10001357
Standard Class,2019-12-08,2019-12-02,MK-18160,OFF-PA-10002262
Standard Class,2019-12-08,2019-12-02,MK-18160,OFF-PA-10002464
Standard Class,2019-12-14,2019-12-08,SP-20620,OFF-PA-10003363
First Class,2019-12-12,2019-12-10,SJ-20125,OFF-PA-10000575
Standard Class,2019-12-09,2019-12-04,KT-16465,OFF-PA-10000994
First Class,2019-12-07,2019-12-06,GG-14650,OFF-PA-10004100
Standard Class,2020-02-13,2020-02-06,SN-20560,OFF-PA-10001593
Standard Class,2020-03-19,2020-03-13,KF-16285,OFF-PA-10004359
Standard Class,2020-03-10,2020-03-06,FC-14245,OFF-PA-10001033
Standard Class,2020-01-08,2020-01-03,DL-13315,OFF-PA-10004735
Standard Class,2019-10-19,2019-10-13,LC-16885,OFF-PA-10001736
Standard Class,2019-10-19,2019-10-13,LC-16885,OFF-PA-10001804
Standard Class,2019-10-07,2019-10-03,DB-12910,OFF-PA-10001878
Standard Class,2019-10-07,2019-10-03,DB-12910,OFF-PA-10004610
Standard Class,2019-10-27,2019-10-21,NM-18520,OFF-PA-10001892
Standard Class,2019-09-22,2019-09-16,BC-11125,OFF-PA-10002195
Standard Class,2019-09-22,2019-09-18,JW-15220,OFF-PA-10000100
Standard Class,2019-09-23,2019-09-19,SW-20245,OFF-PA-10002222
Standard Class,2019-10-01,2019-09-25,DL-12865,OFF-PA-10000141
Standard Class,2019-09-30,2019-09-26,DW-13585,OFF-PA-10004735
Same Day,2019-09-26,2019-09-26,CM-12445,OFF-PA-10001667
Standard Class,2019-09-24,2019-09-20,GM-14695,OFF-PA-10002319
Standard Class,2019-09-24,2019-09-20,GM-14695,OFF-PA-10001471
First Class,2019-10-29,2019-10-28,AS-10285,OFF-PA-10004734
First Class,2019-11-12,2019-11-10,CC-12430,OFF-PA-10003172
Standard Class,2019-11-12,2019-11-07,PS-19045,OFF-PA-10002246
Standard Class,2020-06-07,2020-06-03,SS-20140,OFF-PA-10001593
Standard Class,2020-04-22,2020-04-17,PS-18760,OFF-PA-10004911
Standard Class,2020-09-29,2020-09-23,DB-13660,OFF-PA-10003641
First Class,2020-10-17,2020-10-15,RS-19765,OFF-PA-10000675
Standard Class,2020-12-05,2020-12-01,CC-12550,OFF-PA-10004735
Second Class,2020-02-28,2020-02-26,BT-11530,OFF-PA-10001970
Second Class,2020-02-28,2020-02-26,BT-11530,OFF-PA-10000682
Standard Class,2020-06-23,2020-06-18,CC-12670,OFF-PA-10002036
First Class,2020-07-26,2020-07-23,TB-21520,OFF-PA-10002689
Standard Class,2020-07-05,2020-06-30,TT-21220,OFF-PA-10000675
Standard Class,2020-08-27,2020-08-20,KT-16480,OFF-PA-10001639
Second Class,2020-04-17,2020-04-15,NS-18640,OFF-PA-10002254
Standard Class,2020-05-06,2020-05-02,DD-13570,OFF-PA-10002713
Standard Class,2020-05-02,2020-04-25,LL-16840,OFF-PA-10004675
Standard Class,2020-05-06,2020-05-02,DD-13570,OFF-PA-10003016
Same Day,2020-06-11,2020-06-11,DV-13465,OFF-PA-10000357
Standard Class,2020-06-04,2020-05-30,SM-20950,OFF-PA-10004911
Same Day,2020-12-03,2020-12-02,AM-10360,OFF-PA-10003724
Standard Class,2020-11-16,2020-11-11,GA-14725,OFF-PA-10000520
Second Class,2020-11-15,2020-11-12,EP-13915,OFF-PA-10001846
First Class,2020-12-19,2020-12-18,EP-13915,OFF-PA-10003172
Second Class,2020-12-21,2020-12-16,RB-19465,OFF-PA-10002986
First Class,2020-12-19,2020-12-18,EP-13915,OFF-PA-10000289
First Class,2020-12-06,2020-12-04,CS-12250,OFF-PA-10001838
Second Class,2020-09-17,2020-09-12,JM-15865,OFF-PA-10004071
Second Class,2020-09-14,2020-09-09,LC-17050,OFF-PA-10000143
First Class,2020-10-11,2020-10-09,XP-21865,OFF-PA-10001745
Second Class,2019-07-09,2019-07-07,CC-12370,OFF-PA-10002923
First Class,2019-07-06,2019-07-03,GT-14755,OFF-PA-10000552
Standard Class,2019-06-15,2019-06-10,OT-18730,OFF-PA-10003441
Standard Class,2019-06-12,2019-06-06,RB-19795,OFF-PA-10000210
Same Day,2019-06-26,2019-06-26,AH-10075,OFF-PA-10002870
First Class,2019-06-19,2019-06-17,MV-18190,OFF-PA-10001497
Second Class,2019-06-18,2019-06-16,BD-11320,OFF-PA-10001776
Standard Class,2019-08-18,2019-08-14,JM-15580,OFF-PA-10000551
Standard Class,2019-08-22,2019-08-15,BD-11320,OFF-PA-10004911
Standard Class,2019-08-28,2019-08-21,SC-20230,OFF-PA-10002606
Standard Class,2019-08-28,2019-08-21,SC-20230,OFF-PA-10003848
Standard Class,2019-03-16,2019-03-12,SW-20245,OFF-PA-10004022
First Class,2019-03-11,2019-03-10,KF-16285,OFF-PA-10004405
Second Class,2019-03-31,2019-03-28,CC-12220,OFF-PA-10001243
Standard Class,2019-02-04,2019-01-31,SC-20050,OFF-PA-10002764
Standard Class,2019-02-07,2019-02-01,SM-20950,OFF-PA-10002254
Standard Class,2019-02-18,2019-02-13,RD-19810,OFF-PA-10004092
Second Class,2019-05-21,2019-05-16,DO-13435,OFF-PA-10004971
Standard Class,2019-05-14,2019-05-09,RS-19420,OFF-PA-10001260
First Class,2019-05-10,2019-05-08,TB-21625,OFF-PA-10002751
First Class,2019-05-12,2019-05-11,TT-21070,OFF-PA-10002751
Standard Class,2019-06-03,2019-05-28,CL-12565,OFF-PA-10003790
Standard Class,2019-06-03,2019-05-30,NL-18310,OFF-PA-10004782
Standard Class,2019-06-02,2019-05-27,LS-17245,OFF-PA-10000575
Second Class,2019-04-24,2019-04-19,JO-15280,OFF-PA-10002377
Standard Class,2019-04-12,2019-04-08,LC-17140,OFF-PA-10000019
Standard Class,2019-04-12,2019-04-08,LC-17140,OFF-PA-10002947
First Class,2019-04-14,2019-04-12,JF-15295,OFF-PA-10000809
Standard Class,2019-12-23,2019-12-18,HG-14965,OFF-PA-10003072
First Class,2019-12-28,2019-12-25,GK-14620,OFF-PA-10002005
Standard Class,2019-12-10,2019-12-06,AP-10720,OFF-PA-10000743
Standard Class,2020-03-01,2020-02-23,CK-12595,OFF-PA-10002870
Standard Class,2020-01-19,2020-01-14,SO-20335,OFF-PA-10000483
Same Day,2019-10-08,2019-10-08,JE-15745,OFF-PA-10000167
Standard Class,2019-10-12,2019-10-07,CC-12475,OFF-PA-10000143
Second Class,2019-10-01,2019-09-29,PS-18760,OFF-PA-10000176
Standard Class,2019-09-22,2019-09-17,JS-15685,OFF-PA-10000304
Second Class,2019-09-26,2019-09-24,LA-16780,OFF-PA-10000380
Standard Class,2019-11-26,2019-11-21,TH-21235,OFF-PA-10004451
Standard Class,2019-11-08,2019-11-03,XP-21865,OFF-PA-10004359
Standard Class,2019-11-08,2019-11-03,XP-21865,OFF-PA-10000477
Standard Class,2019-11-08,2019-11-03,XP-21865,OFF-PA-10001725
Standard Class,2019-11-08,2019-11-04,CW-11905,OFF-PA-10000295
Second Class,2019-11-13,2019-11-10,AI-10855,OFF-PA-10001363
Second Class,2019-11-13,2019-11-10,AI-10855,OFF-PA-10002421
Second Class,2020-08-29,2020-08-27,DR-12880,OFF-ST-10001370
Standard Class,2020-11-25,2020-11-21,BF-11005,OFF-ST-10003442
Standard Class,2020-08-24,2020-08-17,RW-19540,OFF-ST-10001496
Second Class,2020-07-19,2020-07-17,AJ-10795,OFF-ST-10002957
Same Day,2020-08-13,2020-08-13,JK-15370,OFF-ST-10001325
First Class,2020-03-31,2020-03-28,DH-13075,OFF-ST-10002743
Standard Class,2020-09-08,2020-09-04,RA-19285,OFF-ST-10002974
Standard Class,2020-07-02,2020-06-26,OT-18730,OFF-ST-10002486
Standard Class,2020-07-08,2020-07-03,RD-19585,OFF-ST-10002485
Second Class,2020-07-03,2020-06-29,DK-13225,OFF-ST-10001780
First Class,2020-06-30,2020-06-29,WB-21850,OFF-ST-10002974
Standard Class,2020-08-01,2020-07-28,MH-17620,OFF-ST-10001580
Standard Class,2020-09-05,2020-08-31,MS-17770,OFF-ST-10001511
Standard Class,2020-09-10,2020-09-04,TH-21235,OFF-ST-10000419
Standard Class,2020-09-08,2020-09-04,EJ-14155,OFF-ST-10003805
Second Class,2020-08-03,2020-07-30,JL-15835,OFF-ST-10000585
Second Class,2020-08-06,2020-08-03,GA-14515,OFF-ST-10003123
Second Class,2020-08-05,2020-08-01,EM-13960,OFF-ST-10004340
First Class,2020-08-03,2020-07-31,EC-14050,OFF-ST-10003442
Standard Class,2020-08-25,2020-08-20,LR-17035,OFF-ST-10000777
Standard Class,2020-04-20,2020-04-16,JE-15745,OFF-ST-10004804
Second Class,2020-05-08,2020-05-03,DB-12970,OFF-ST-10000464
Second Class,2020-05-08,2020-05-03,DB-12970,OFF-ST-10000025
Second Class,2020-03-23,2020-03-21,SC-20725,OFF-ST-10003208
Standard Class,2020-06-10,2020-06-06,GH-14410,OFF-ST-10002957
Standard Class,2020-11-29,2020-11-25,BD-11500,OFF-ST-10001325
First Class,2020-12-05,2020-12-02,VW-21775,OFF-ST-10004340
Standard Class,2020-11-24,2020-11-19,MC-18100,OFF-ST-10000675
Standard Class,2020-11-22,2020-11-16,SW-20275,OFF-ST-10001963
Standard Class,2020-11-20,2020-11-16,JK-15370,OFF-ST-10002486
Standard Class,2020-12-25,2020-12-21,YS-21880,OFF-ST-10003306
Standard Class,2020-12-27,2020-12-21,SE-20110,OFF-ST-10004340
Second Class,2020-12-21,2020-12-16,RB-19465,OFF-ST-10002289
Standard Class,2020-12-21,2020-12-17,CA-12310,OFF-ST-10001526
Second Class,2021-01-02,2020-12-28,KH-16690,OFF-ST-10003208
Standard Class,2020-12-29,2020-12-25,FH-14365,OFF-ST-10002756
Second Class,2020-12-08,2020-12-06,BN-11470,OFF-ST-10003221
Standard Class,2020-12-14,2020-12-08,DM-13345,OFF-ST-10001837
First Class,2020-12-09,2020-12-08,LF-17185,OFF-ST-10003327
Standard Class,2020-10-08,2020-10-02,PV-18985,OFF-ST-10003716
First Class,2020-09-23,2020-09-21,BM-11575,OFF-ST-10004950
Standard Class,2020-09-14,2020-09-09,KD-16495,OFF-ST-10003123
Second Class,2020-11-04,2020-11-02,NL-18310,OFF-ST-10001511
Standard Class,2020-11-14,2020-11-09,MC-17590,OFF-ST-10002289
Standard Class,2020-10-14,2020-10-08,CS-12250,OFF-ST-10002301
First Class,2019-07-06,2019-07-04,AA-10645,OFF-ST-10002486
Standard Class,2019-07-22,2019-07-17,RA-19885,OFF-ST-10003479
Second Class,2019-06-25,2019-06-23,RD-19900,OFF-ST-10003638
First Class,2019-06-21,2019-06-20,RC-19825,OFF-ST-10001469
Standard Class,2019-09-06,2019-09-02,LR-16915,OFF-ST-10000321
First Class,2019-09-04,2019-09-02,SZ-20035,OFF-ST-10003455
Standard Class,2019-09-15,2019-09-08,LP-17095,OFF-ST-10001272
Standard Class,2019-08-22,2019-08-15,BD-11320,OFF-ST-10001505
Second Class,2019-03-15,2019-03-12,DK-13225,OFF-ST-10002756
Second Class,2019-03-31,2019-03-28,CC-12220,OFF-ST-10002485
First Class,2019-01-31,2019-01-30,SC-20725,OFF-ST-10000675
First Class,2019-01-05,2019-01-03,LR-16915,OFF-ST-10003692
Second Class,2019-02-26,2019-02-21,MC-17635,OFF-ST-10001809
Standard Class,2019-02-09,2019-02-04,JB-15400,OFF-ST-10004180
Standard Class,2019-02-10,2019-02-05,AZ-10750,OFF-ST-10004340
Standard Class,2019-05-24,2019-05-18,EB-13930,OFF-ST-10000604
Standard Class,2019-04-12,2019-04-08,LC-17140,OFF-ST-10002583
Standard Class,2019-04-17,2019-04-10,BT-11680,OFF-ST-10000636
Standard Class,2019-04-17,2019-04-10,BT-11680,OFF-ST-10001932
Standard Class,2019-05-09,2019-05-05,BF-11005,OFF-ST-10001505
Same Day,2019-12-11,2019-12-11,WB-21850,OFF-ST-10000636
First Class,2019-12-17,2019-12-14,DS-13180,OFF-ST-10001590
Standard Class,2019-12-07,2019-12-03,RD-19720,OFF-ST-10001558
Standard Class,2019-12-09,2019-12-03,GM-14440,OFF-ST-10001932
Standard Class,2019-12-08,2019-12-02,MK-18160,OFF-ST-10002214
Same Day,2019-12-01,2019-12-01,LB-16795,OFF-ST-10002292
Second Class,2019-12-11,2019-12-08,DB-13615,OFF-ST-10000615
Second Class,2019-12-11,2019-12-08,DB-13615,OFF-ST-10003816
Standard Class,2020-02-13,2020-02-09,SB-20190,OFF-ST-10001370
Standard Class,2020-03-17,2020-03-12,BS-11380,OFF-ST-10000736
Standard Class,2020-03-21,2020-03-16,KD-16615,OFF-ST-10002615
Second Class,2020-03-10,2020-03-06,SH-19975,OFF-ST-10000675
Same Day,2019-12-30,2019-12-30,JP-16135,OFF-ST-10001526
Standard Class,2020-01-02,2019-12-29,FO-14305,OFF-ST-10003722
Second Class,2020-01-09,2020-01-07,JF-15190,OFF-ST-10000760
Second Class,2020-01-09,2020-01-07,JF-15190,OFF-ST-10002301
Same Day,2020-01-30,2020-01-30,MM-17920,OFF-ST-10001511
Standard Class,2020-02-07,2020-02-02,JL-15835,OFF-ST-10000464
Standard Class,2019-10-27,2019-10-21,CS-11950,OFF-ST-10002743
Standard Class,2019-10-25,2019-10-21,JE-15745,OFF-ST-10004804
Standard Class,2019-09-17,2019-09-11,EB-14110,OFF-ST-10004186
Same Day,2019-09-26,2019-09-26,CM-12445,OFF-ST-10004507
Second Class,2019-09-26,2019-09-24,LA-16780,OFF-ST-10000642
Standard Class,2019-11-04,2019-10-31,JD-15895,OFF-ST-10002615
Standard Class,2019-11-01,2019-10-28,JH-15910,OFF-ST-10001328
First Class,2019-11-13,2019-11-10,RO-19780,OFF-ST-10000352
Second Class,2019-11-13,2019-11-10,AI-10855,OFF-ST-10001496
Second Class,2019-11-10,2019-11-06,IM-15070,OFF-ST-10003442
First Class,2019-11-12,2019-11-10,PC-18745,OFF-ST-10002205
First Class,2020-11-19,2020-11-16,CC-12220,OFF-ST-10003123
Standard Class,2020-09-26,2020-09-20,SV-20365,OFF-ST-10000615
First Class,2020-09-01,2020-08-29,CP-12085,OFF-ST-10004507
Second Class,2020-09-02,2020-08-31,BW-11110,OFF-ST-10002370
Standard Class,2020-09-25,2020-09-19,AB-10105,OFF-ST-10000321
Standard Class,2020-12-09,2020-12-04,CB-12415,OFF-ST-10000532
Standard Class,2020-12-06,2020-12-01,SH-19975,OFF-ST-10002756
Second Class,2020-11-29,2020-11-24,MV-17485,OFF-ST-10000060
Same Day,2020-11-18,2020-11-18,NB-18655,OFF-ST-10001321
