Row ID,OrderID,OrderDate,ProductID,CustomerID,Sale amount,Quantity,PaymentMode,Profit
4651,CA-2020-150987,2020-04-08,OFF-PA-10001878,AH-10120,284.6,5,Online,114.9
4652,CA-2020-150987,2020-04-08,OFF-PA-10002923,AH-10120,235.8,4,Online,97.9
9856,CA-2020-138870,2020-06-19,OFF-PA-10004438,GA-14515,108.6,2,COD,11.5
2259,CA-2020-105214,2020-06-16,OFF-PA-10001776,TS-21610,132.5,2,Cards,8.7
9438,CA-2020-107853,2020-05-26,OFF-PA-10000520,CD-11920,78,2,Online,6.2
1935,CA-2020-101245,2020-11-27,OFF-PA-10003129,LW-16990,276.6,5,COD,114.9
9123,CA-2020-162250,2020-11-24,OFF-PA-10002137,PR-18880,105.8,1,COD,3.5
1754,CA-2020-116715,2020-12-02,OFF-PA-10004475,VW-21775,143.9,2,Online,53.9
1755,CA-2020-116715,2020-12-02,OFF-PA-10003893,VW-21775,84.6,2,Online,3.9
237,CA-2020-160514,2020-11-12,OFF-PA-10002479,DB-13120,114.6,2,Cards,4.8
2675,CA-2020-136875,2020-12-03,OFF-PA-10000357,TC-21295,209.4,3,COD,79.9
630,CA-2020-133431,2020-12-17,OFF-PA-10002615,LC-17140,541.2,3,COD,6.1
9699,CA-2020-154116,2020-12-15,OFF-PA-10004569,KM-16660,450.8,3,COD,10.7
5408,CA-2020-108854,2020-12-08,OFF-PA-10003022,DM-13345,114.9,4,COD,40.4
3433,CA-2020-148264,2020-12-08,OFF-PA-10003651,LF-17185,101.1,9,COD,28.9
412,CA-2020-117457,2020-12-08,OFF-PA-10001970,KH-16510,160,1,COD,27.4
410,CA-2020-117457,2020-12-08,OFF-PA-10002893,KH-16510,128.7,1,Online,4.6
408,CA-2020-117457,2020-12-08,OFF-PA-10003724,KH-16510,111.2,5,Online,13.3
1925,CA-2020-126865,2020-12-05,OFF-PA-10003039,NP-18325,107.9,3,COD,41.8
9683,CA-2020-122770,2020-12-13,OFF-PA-10003172,EP-13915,433.9,6,Online,18.7
9685,CA-2020-122770,2020-12-13,OFF-PA-10000232,EP-13915,324,2,Online,6.4
4354,CA-2020-107748,2020-12-10,OFF-PA-10002005,AG-10330,386,2,Cards,6.2
7529,US-2020-106145,2020-09-26,OFF-PA-10002245,RA-19885,117.9,6,COD,16.1
9694,CA-2020-130148,2020-09-24,OFF-PA-10000551,NK-18490,150.1,6,Online,15.2
8524,CA-2020-133074,2020-09-21,OFF-PA-10004082,DB-13615,165.9,7,COD,27.9
4836,CA-2020-167661,2020-10-05,OFF-PA-10002581,MP-18175,145,2,COD,27.9
3042,CA-2020-149559,2020-09-11,OFF-PA-10003172,KF-16285,116,2,COD,6.2
144,CA-2020-106180,2020-09-18,OFF-PA-10004327,SH-19975,186.7,3,Online,69
275,CA-2020-118136,2020-09-16,OFF-PA-10002615,BB-10990,115.8,2,Online,4.1
5700,CA-2020-148320,2020-11-03,OFF-PA-10003022,PG-18895,118.9,6,Online,17.6
5903,US-2020-153948,2020-11-06,OFF-PA-10000157,FM-14290,142.9,3,COD,28.2
5904,US-2020-153948,2020-11-06,OFF-PA-10002764,FM-14290,119.4,4,Online,22.2
5905,US-2020-153948,2020-11-06,OFF-PA-10000143,FM-14290,126.4,5,COD,12.7
8225,CA-2019-104633,2019-06-12,OFF-PA-10004782,EA-14035,13,2,COD,6.2
8224,CA-2019-104633,2019-06-12,OFF-PA-10000241,EA-14035,185.9,6,COD,83.6
3578,CA-2019-103163,2019-06-07,OFF-PA-10004000,FM-14290,4.7,1,COD,2.3
6931,CA-2019-140382,2019-06-23,OFF-PA-10001019,RD-19900,20,1,Online,9.4
9167,CA-2019-100300,2019-06-24,OFF-PA-10000418,MJ-17740,104.9,1,Cards,50.3
1552,CA-2019-159345,2019-06-17,OFF-PA-10000806,IG-15085,112,2,Cards,54.9
1307,CA-2019-141397,2019-06-20,OFF-PA-10002986,RC-19825,46.8,7,Cards,22.4
852,CA-2019-152534,2019-06-20,OFF-PA-10001870,DP-13105,38.9,6,Cards,18.7
941,CA-2019-105760,2019-06-19,OFF-PA-10000350,KC-16255,17.1,2,COD,8
7465,CA-2019-103709,2019-09-08,OFF-PA-10004610,LP-17095,34.2,8,Online,15.4
4945,CA-2019-151372,2019-09-05,OFF-PA-10004381,JH-15985,96.1,2,Online,46.1
994,CA-2019-105585,2019-08-26,OFF-PA-10003625,RF-19735,154.9,5,COD,69.7
7889,CA-2019-113117,2019-08-16,OFF-PA-10000019,JP-15520,32.4,5,Online,15.6
7538,CA-2019-106460,2019-02-19,OFF-PA-10001736,GT-14710,70.9,2,COD,33.3
1678,CA-2019-122728,2019-05-18,OFF-PA-10004040,EB-13930,17.9,3,Online,8.8
6606,CA-2019-148852,2019-05-26,OFF-PA-10001293,SV-20785,45.4,7,Cards,21.8
2253,CA-2019-117849,2019-04-15,OFF-PA-10004327,JK-16120,143.7,3,COD,69
4500,CA-2019-124814,2019-04-10,OFF-PA-10002787,FM-14215,13,2,COD,6.2
251,CA-2019-145625,2019-09-11,OFF-PA-10004569,KC-16540,7.6,1,COD,3.6
7053,CA-2019-165330,2019-12-11,OFF-PA-10000241,WB-21850,31,1,Cards,13.9
9172,US-2019-155768,2019-12-01,OFF-PA-10001357,LB-16795,47.9,1,COD,23
1480,US-2019-108455,2019-12-02,OFF-PA-10002262,MK-18160,25.9,4,Cards,12.4
1481,US-2019-108455,2019-12-02,OFF-PA-10002464,MK-18160,40.5,7,Cards,19.8
3480,CA-2019-131289,2019-12-08,OFF-PA-10003363,SP-20620,45.4,7,Online,21.8
5525,CA-2019-147123,2019-12-10,OFF-PA-10000575,SJ-20125,80.3,12,Cards,36.9
5778,CA-2019-112060,2019-12-04,OFF-PA-10000994,KT-16465,104.9,1,COD,50.3
1133,US-2019-114776,2019-12-06,OFF-PA-10004100,GG-14650,19.4,3,COD,9.3
7355,CA-2020-154102,2020-02-06,OFF-PA-10001593,SN-20560,135.9,5,COD,13.5
2163,CA-2020-166296,2020-03-13,OFF-PA-10004359,KF-16285,364.6,3,Online,151
6514,CA-2020-167640,2020-03-06,OFF-PA-10001033,FC-14245,327.9,7,Online,140.6
5258,US-2020-114034,2020-01-03,OFF-PA-10004735,DL-13315,136.9,6,Cards,18.7
135,CA-2019-145583,2019-10-13,OFF-PA-10001736,LC-16885,35.4,1,Online,16.7
134,CA-2019-145583,2019-10-13,OFF-PA-10001804,LC-16885,20,3,COD,9.6
7875,CA-2019-101672,2019-10-03,OFF-PA-10001878,DB-12910,97.8,2,COD,46
7874,CA-2019-101672,2019-10-03,OFF-PA-10004610,DB-12910,8.6,2,COD,3.9
1105,CA-2019-112340,2019-10-21,OFF-PA-10001892,NM-18520,22.9,3,Cards,11.2
6999,US-2019-134369,2019-09-16,OFF-PA-10002195,BC-11125,13,2,Online,6.4
5882,CA-2019-133935,2019-09-18,OFF-PA-10000100,JW-15220,368.9,9,COD,180.8
2118,CA-2019-130267,2019-09-19,OFF-PA-10002222,SW-20245,159.9,7,Cards,73.5
9837,US-2019-125402,2019-09-25,OFF-PA-10000141,DL-12865,10.9,5,COD,5.1
5724,CA-2019-165820,2019-09-26,OFF-PA-10004735,DW-13585,13,2,Online,6.2
5216,CA-2019-145898,2019-09-26,OFF-PA-10001667,CM-12445,29.9,5,Cards,13.5
3414,CA-2019-100244,2019-09-20,OFF-PA-10002319,GM-14695,77.5,2,Online,38
3411,CA-2019-100244,2019-09-20,OFF-PA-10001471,GM-14695,65.8,9,COD,30.3
382,CA-2019-134775,2019-10-28,OFF-PA-10004734,AS-10285,51,7,Online,25.5
1292,CA-2019-163384,2019-11-10,OFF-PA-10003172,CC-12430,32.4,5,Cards,15.6
4975,CA-2019-164896,2019-11-07,OFF-PA-10002246,PS-19045,12.9,2,Cards,6.3
6126,CA-2020-145772,2020-06-03,OFF-PA-10001593,SS-20140,101,2,Online,5.4
6858,CA-2020-128965,2020-04-17,OFF-PA-10004911,PS-18760,130.1,3,Cards,13.5
9324,CA-2020-121853,2020-09-23,OFF-PA-10003641,DB-13660,223,8,COD,97.1
3712,CA-2020-113670,2020-10-15,OFF-PA-10000675,RS-19765,239,5,COD,100.4
3557,CA-2020-118542,2020-12-01,OFF-PA-10004735,CC-12550,130.4,7,COD,21.8
1192,CA-2020-117212,2020-02-26,OFF-PA-10001970,BT-11530,249.9,4,Online,109.7
1193,CA-2020-117212,2020-02-26,OFF-PA-10000682,BT-11530,116.1,4,COD,11.3
4497,CA-2020-112753,2020-06-18,OFF-PA-10002036,CC-12670,138.9,6,COD,19.1
9231,CA-2020-133718,2020-07-23,OFF-PA-10002689,TB-21520,165.3,9,Online,28
8118,US-2020-113201,2020-06-30,OFF-PA-10000675,TT-21220,217,5,Online,100.4
7743,CA-2020-105326,2020-08-20,OFF-PA-10001639,KT-16480,140.9,4,Online,12.4
5218,CA-2020-134635,2020-04-15,OFF-PA-10002254,NS-18640,100.1,3,Cards,36.4
7395,CA-2020-147844,2020-05-02,OFF-PA-10002713,DD-13570,142.4,5,Online,15.8
6888,CA-2020-120222,2020-04-25,OFF-PA-10004675,LL-16840,136.1,3,COD,8.8
7393,CA-2020-147844,2020-05-02,OFF-PA-10003016,DD-13570,95.7,5,Online,7.1
1569,US-2020-152002,2020-06-11,OFF-PA-10000357,DV-13465,154,3,COD,60.3
8811,CA-2020-120614,2020-05-30,OFF-PA-10004911,SM-20950,106.5,4,COD,18
2351,CA-2020-109701,2020-12-02,OFF-PA-10003724,AM-10360,115.9,2,Online,5.3
2837,CA-2020-110842,2020-11-11,OFF-PA-10000520,GA-14725,115.4,3,COD,9.3
9639,US-2020-125808,2020-11-12,OFF-PA-10001846,EP-13915,108.6,2,Cards,5.7
2888,CA-2020-102099,2020-12-18,OFF-PA-10003172,EP-13915,268,2,Cards,6.2
6552,CA-2020-161578,2020-12-16,OFF-PA-10002986,RB-19465,302.4,2,Online,6.4
2889,CA-2020-102099,2020-12-18,OFF-PA-10000289,EP-13915,723.4,5,COD,15.6
8391,CA-2020-153227,2020-12-04,OFF-PA-10001838,CS-12250,121.8,2,COD,5.8
5225,US-2020-109582,2020-09-12,OFF-PA-10004071,JM-15865,180.4,3,COD,79.9
5581,CA-2020-137498,2020-09-09,OFF-PA-10000143,LC-17050,145.5,9,COD,22.8
5259,US-2020-115595,2020-10-09,OFF-PA-10001745,XP-21865,136.2,5,Online,16.5
3985,CA-2019-135265,2019-07-07,OFF-PA-10002923,CC-12370,48.9,1,COD,24.5
3565,CA-2019-130029,2019-07-03,OFF-PA-10000552,GT-14755,13,2,Cards,6.2
559,CA-2019-113243,2019-06-10,OFF-PA-10003441,OT-18730,32.4,5,COD,15.6
9121,US-2019-155971,2019-06-06,OFF-PA-10000210,RB-19795,99.9,5,COD,47
8689,CA-2019-144015,2019-06-26,OFF-PA-10002870,AH-10075,12.5,2,COD,5.6
6618,CA-2019-123512,2019-06-17,OFF-PA-10001497,MV-18190,219.8,4,Online,107.7
4179,CA-2019-148593,2019-06-16,OFF-PA-10001776,BD-11320,46.4,5,Cards,21.8
5380,CA-2019-136021,2019-08-14,OFF-PA-10000551,JM-15580,15.5,3,Online,7.6
8898,CA-2019-167241,2019-08-15,OFF-PA-10004911,BD-11320,37.5,4,COD,18
6871,US-2019-126452,2019-08-21,OFF-PA-10002606,SC-20230,47.5,9,COD,21.4
6870,US-2019-126452,2019-08-21,OFF-PA-10003848,SC-20230,13,2,Cards,6.2
8480,US-2019-119270,2019-03-12,OFF-PA-10004022,SW-20245,20,2,Online,9
6014,CA-2019-159016,2019-03-10,OFF-PA-10004405,KF-16285,14.9,5,COD,7.2
7159,CA-2019-131380,2019-03-28,OFF-PA-10001243,CC-12220,6,1,COD,2.9
5000,CA-2019-129238,2019-01-31,OFF-PA-10002764,SC-20050,56.7,5,COD,27.8
8404,CA-2019-154067,2019-02-01,OFF-PA-10002254,SM-20950,1105.5,4,Online,48.5
721,CA-2019-112942,2019-02-13,OFF-PA-10004092,RD-19810,146.8,3,Online,73.4
3945,CA-2019-133144,2019-05-16,OFF-PA-10004971,DO-13435,17.3,3,Online,8.5
6847,US-2019-159093,2019-05-09,OFF-PA-10001260,RS-19420,32,4,Online,14.4
4815,CA-2019-111696,2019-05-08,OFF-PA-10002751,TB-21625,17.9,3,COD,8.1
161,CA-2019-162733,2019-05-11,OFF-PA-10002751,TT-21070,6,1,Online,2.7
3422,CA-2019-134803,2019-05-28,OFF-PA-10003790,CL-12565,182.7,8,Online,84.1
7067,CA-2019-147473,2019-05-30,OFF-PA-10004782,NL-18310,38.9,6,COD,18.7
7869,CA-2019-136994,2019-05-27,OFF-PA-10000575,LS-17245,13.4,2,Online,6.2
1609,US-2019-115819,2019-04-19,OFF-PA-10002377,JO-15280,22.7,4,COD,10.2
906,CA-2019-130477,2019-04-08,OFF-PA-10000019,LC-17140,13,2,COD,6.2
904,CA-2019-130477,2019-04-08,OFF-PA-10002947,LC-17140,20,3,COD,9.6
7361,CA-2019-163594,2019-04-12,OFF-PA-10000809,JF-15295,19.4,3,Online,9.3
1315,CA-2019-145919,2019-12-18,OFF-PA-10003072,HG-14965,38.9,6,Online,18.7
1807,US-2019-116729,2019-12-25,OFF-PA-10002005,GK-14620,45.4,7,COD,21.8
9976,US-2019-103674,2019-12-06,OFF-PA-10000743,AP-10720,13.4,2,COD,6.4
2083,CA-2020-104647,2020-02-23,OFF-PA-10002870,CK-12595,128.4,6,Online,16.8
6980,CA-2020-149076,2020-01-14,OFF-PA-10000483,SO-20335,183.9,5,COD,69.7
5507,US-2019-162026,2019-10-08,OFF-PA-10000167,JE-15745,62,2,COD,27.9
5004,CA-2019-155033,2019-10-07,OFF-PA-10000143,CC-12475,10.6,2,COD,5.1
1683,US-2019-101497,2019-09-29,OFF-PA-10000176,PS-18760,19,1,Online,9.1
92,CA-2019-109806,2019-09-17,OFF-PA-10000304,JS-15685,6.5,1,Online,3.1
2332,CA-2019-155187,2019-09-24,OFF-PA-10000380,LA-16780,41.7,5,Online,20.9
9216,CA-2019-152646,2019-11-21,OFF-PA-10004451,TH-21235,32.4,5,Cards,15.6
4487,CA-2019-109365,2019-11-03,OFF-PA-10004359,XP-21865,314.6,3,Cards,151
4486,CA-2019-109365,2019-11-03,OFF-PA-10000477,XP-21865,19.4,3,Cards,9.3
4484,CA-2019-109365,2019-11-03,OFF-PA-10001725,XP-21865,116.3,3,Online,57
6775,CA-2019-119018,2019-11-04,OFF-PA-10000295,CW-11905,38.9,6,COD,18.7
5045,CA-2019-158694,2019-11-10,OFF-PA-10001363,AI-10855,61.4,5,Online,28.9
5042,CA-2019-158694,2019-11-10,OFF-PA-10002421,AI-10855,67.7,3,COD,32.5
3755,CA-2020-161956,2020-08-27,OFF-ST-10001370,DR-12880,378.9,5,Online,17.7
2243,CA-2020-103380,2020-11-21,OFF-ST-10003442,BF-11005,160.6,2,Online,15.3
7939,CA-2020-166093,2020-08-17,OFF-ST-10001496,RW-19540,568.6,3,COD,140.5
5651,CA-2020-142342,2020-07-17,OFF-ST-10002957,AJ-10795,121.6,2,Cards,0
2864,US-2020-103828,2020-08-13,OFF-ST-10001325,JK-15370,126.4,3,COD,8.5
5745,US-2020-147886,2020-03-28,OFF-ST-10002743,DH-13075,830.5,7,Cards,8
3620,CA-2020-141929,2020-09-04,OFF-ST-10002974,RA-19285,235.9,5,COD,65.4
887,CA-2020-115364,2020-06-26,OFF-ST-10002486,OT-18730,126.8,12,COD,1.7
6153,CA-2020-139437,2020-07-03,OFF-ST-10002485,RD-19585,100.9,4,Online,0.9
555,CA-2020-100650,2020-06-29,OFF-ST-10001780,DK-13225,1307.8,2,COD,311
4709,CA-2020-138149,2020-06-29,OFF-ST-10002974,WB-21850,172.7,3,COD,39.2
2220,CA-2020-130841,2020-07-28,OFF-ST-10001580,MH-17620,135,1,COD,4.2
9664,CA-2020-132619,2020-08-31,OFF-ST-10001511,MS-17770,228,3,COD,9.7
4297,CA-2020-117261,2020-09-04,OFF-ST-10000419,TH-21235,151.3,4,COD,0.5
7104,CA-2020-147410,2020-09-04,OFF-ST-10003805,EJ-14155,469.1,2,Online,105.3
642,CA-2020-167913,2020-07-30,OFF-ST-10000585,JL-15835,361.4,2,COD,85.9
7088,US-2020-143175,2020-08-03,OFF-ST-10003123,GA-14515,119.9,3,COD,24
6912,CA-2020-168942,2020-08-01,OFF-ST-10004340,EM-13960,203.5,3,COD,50.4
6455,CA-2020-161102,2020-07-31,OFF-ST-10003442,EC-14050,156.6,2,COD,15.3
5966,CA-2020-119011,2020-08-20,OFF-ST-10000777,LR-17035,237.6,6,Online,63.4
2546,CA-2020-108070,2020-04-16,OFF-ST-10004804,JE-15745,235.9,4,COD,2.1
3632,CA-2020-132178,2020-05-03,OFF-ST-10000464,DB-12970,150.5,2,Cards,19.5
3633,CA-2020-132178,2020-05-03,OFF-ST-10000025,DB-12970,790.4,8,Cards,45.8
5346,CA-2020-108539,2020-03-21,OFF-ST-10003208,SC-20725,770.8,4,COD,210.5
3855,US-2020-131849,2020-06-06,OFF-ST-10002957,GH-14410,115.4,5,COD,0
5081,US-2020-133312,2020-11-25,OFF-ST-10001325,BD-11500,111.5,1,COD,2.8
1753,CA-2020-116715,2020-12-02,OFF-ST-10004340,VW-21775,596.6,9,Cards,151.1
2944,CA-2020-126242,2020-11-19,OFF-ST-10000675,MC-18100,332,9,Online,76.3
2874,CA-2020-137022,2020-11-16,OFF-ST-10001963,SW-20275,847.3,8,COD,24.3
4172,CA-2020-100601,2020-11-16,OFF-ST-10002486,JK-15370,148.9,7,Online,1
1614,CA-2020-138380,2020-12-21,OFF-ST-10003306,YS-21880,1305,7,Cards,290
2719,CA-2020-144827,2020-12-21,OFF-ST-10004340,SE-20110,334.4,2,Online,33.6
6553,CA-2020-161578,2020-12-16,OFF-ST-10002289,RB-19465,485.9,5,Online,7.9
4901,CA-2020-120936,2020-12-17,OFF-ST-10001526,CA-12310,682.3,4,COD,125.1
271,CA-2020-163979,2020-12-28,OFF-ST-10003208,KH-16690,244.8,4,COD,210.5
6076,CA-2020-121398,2020-12-25,OFF-ST-10002756,FH-14365,386.6,2,COD,2.7
6906,US-2020-149006,2020-12-06,OFF-ST-10003221,BN-11470,216.7,1,COD,2.9
5411,CA-2020-108854,2020-12-08,OFF-ST-10001837,DM-13345,155.8,1,COD,11.1
3431,CA-2020-148264,2020-12-08,OFF-ST-10003327,LF-17185,150.8,3,COD,8.6
4137,CA-2020-105914,2020-10-02,OFF-ST-10003716,PV-18985,1613.1,7,Online,204.8
7338,CA-2020-165155,2020-09-21,OFF-ST-10004950,BM-11575,146.5,1,COD,3.9
5895,CA-2020-100825,2020-09-09,OFF-ST-10003123,KD-16495,133.9,3,COD,24
4590,US-2020-163790,2020-11-02,OFF-ST-10001511,NL-18310,466.6,7,Cards,22.6
2420,CA-2020-159597,2020-11-09,OFF-ST-10002289,MC-17590,153.6,2,Online,3.2
5484,CA-2020-105487,2020-10-08,OFF-ST-10002301,CS-12250,163.7,2,Online,0.4
4455,CA-2019-147137,2019-07-04,OFF-ST-10002486,AA-10645,27.9,4,Cards,0.6
43,CA-2019-101343,2019-07-17,OFF-ST-10003479,RA-19885,77.9,2,COD,3.9
6928,CA-2019-140382,2019-06-23,OFF-ST-10003638,RD-19900,93.7,4,Online,25.3
1310,CA-2019-141397,2019-06-20,OFF-ST-10001469,RC-19825,161.9,3,Online,9.7
9234,CA-2019-126732,2019-09-02,OFF-ST-10000321,LR-16915,23.7,3,Online,0.9
5429,CA-2019-113096,2019-09-02,OFF-ST-10003455,SZ-20035,46.5,3,Cards,12.1
7466,CA-2019-103709,2019-09-08,OFF-ST-10001272,LP-17095,261.7,2,Cards,65.4
8896,CA-2019-167241,2019-08-15,OFF-ST-10001505,BD-11320,17.9,3,Cards,3
5957,CA-2019-127138,2019-03-12,OFF-ST-10002756,DK-13225,676.6,5,COD,6.8
7158,CA-2019-131380,2019-03-28,OFF-ST-10002485,CC-12220,87.9,4,COD,0.9
7290,CA-2019-153661,2019-01-30,OFF-ST-10000675,SC-20725,305,9,Online,76.3
3074,CA-2019-125206,2019-01-03,OFF-ST-10003692,LR-16915,114.5,2,Online,28.6
2991,CA-2019-139010,2019-02-21,OFF-ST-10001809,MC-17635,449.2,5,COD,9
9521,CA-2019-101189,2019-02-04,OFF-ST-10004180,JB-15400,93,2,COD,3.7
8143,CA-2019-100993,2019-02-05,OFF-ST-10004340,AZ-10750,186.5,3,Online,50.4
1677,CA-2019-122728,2019-05-18,OFF-ST-10000604,EB-13930,104.3,3,Online,26.1
905,CA-2019-130477,2019-04-08,OFF-ST-10002583,LC-17140,65,2,COD,2.6
6738,CA-2019-123358,2019-04-10,OFF-ST-10000636,BT-11680,150.7,9,COD,6
6737,CA-2019-123358,2019-04-10,OFF-ST-10001932,BT-11680,579.5,3,COD,81.1
2589,CA-2019-137729,2019-05-05,OFF-ST-10001505,BF-11005,6,1,COD,1
7059,CA-2019-165330,2019-12-11,OFF-ST-10000636,WB-21850,50.2,3,Online,2
7942,CA-2019-146325,2019-12-14,OFF-ST-10001590,DS-13180,134.8,10,Online,35
7911,CA-2019-149762,2019-12-03,OFF-ST-10001558,RD-19720,48.7,3,Online,7.3
6160,CA-2019-161025,2019-12-03,OFF-ST-10001932,GM-14440,772.7,4,Online,108.2
1482,US-2019-108455,2019-12-02,OFF-ST-10002214,MK-18160,33.9,3,Online,8.8
9173,US-2019-155768,2019-12-01,OFF-ST-10002292,LB-16795,1112.9,3,COD,222.6
5590,CA-2019-115224,2019-12-08,OFF-ST-10000615,DB-13615,34.1,3,Online,9.5
5591,CA-2019-115224,2019-12-08,OFF-ST-10003816,DB-13615,352.4,2,Online,81
7246,CA-2020-145807,2020-02-09,OFF-ST-10001370,SB-20190,403.9,5,Cards,17.7
4636,CA-2020-116288,2020-03-12,OFF-ST-10000736,BS-11380,273.9,3,Online,9.7
9738,CA-2020-129294,2020-03-16,OFF-ST-10002615,KD-16615,340.1,2,Cards,80.6
5151,CA-2020-125101,2020-03-06,OFF-ST-10000675,SH-19975,165.8,2,Cards,16.9
5760,US-2019-111528,2019-12-30,OFF-ST-10001526,JP-16135,481.3,4,Online,125.1
8763,CA-2019-112578,2019-12-29,OFF-ST-10003722,FO-14305,14,1,COD,4.1
7372,US-2020-123862,2020-01-07,OFF-ST-10000760,JF-15190,186.8,11,Cards,44.6
7373,US-2020-123862,2020-01-07,OFF-ST-10002301,JF-15190,101,3,Cards,0.6
2922,CA-2020-164329,2020-01-30,OFF-ST-10001511,MM-17920,147.3,2,Cards,6.5
5146,CA-2020-161333,2020-02-02,OFF-ST-10000464,JL-15835,2178,4,Cards,38.9
9710,CA-2019-161746,2019-10-21,OFF-ST-10002743,CS-11950,340.9,3,Cards,3.4
2776,CA-2019-144729,2019-10-21,OFF-ST-10004804,JE-15745,154.4,3,Online,1.5
5240,CA-2019-116561,2019-09-11,OFF-ST-10004186,EB-14110,332.9,3,COD,6.7
5213,CA-2019-145898,2019-09-26,OFF-ST-10004507,CM-12445,51.5,3,Online,13.9
2331,CA-2019-155187,2019-09-24,OFF-ST-10000642,LA-16780,42,2,Online,2.9
3787,CA-2019-144218,2019-10-31,OFF-ST-10002615,JD-15895,1085.4,7,COD,282.2
218,CA-2019-130162,2019-10-28,OFF-ST-10001328,JH-15910,93.1,6,Online,26.1
8374,CA-2019-152940,2019-11-10,OFF-ST-10000352,RO-19780,29.7,1,Cards,4.5
5046,CA-2019-158694,2019-11-10,OFF-ST-10001496,AI-10855,720.8,4,Online,187.4
4984,CA-2019-109925,2019-11-06,OFF-ST-10003442,IM-15070,84.8,3,Cards,22.9
895,CA-2019-105494,2019-11-10,OFF-ST-10002205,PC-18745,155.8,7,COD,42.1
6544,US-2020-107888,2020-11-16,OFF-ST-10003123,CC-12220,110.3,1,COD,8
6095,CA-2020-100111,2020-09-20,OFF-ST-10000615,SV-20365,154.4,4,Online,12.7
1943,CA-2020-144064,2020-08-29,OFF-ST-10004507,CP-12085,93.4,2,Online,2.4
6407,CA-2020-154074,2020-08-31,OFF-ST-10002370,BW-11110,160.7,7,COD,43.4
6971,CA-2020-153822,2020-09-19,OFF-ST-10000321,AB-10105,135.6,2,Online,-2.5
6123,CA-2020-152660,2020-12-04,OFF-ST-10000532,CB-12415,126.6,2,COD,4.6
8872,CA-2020-101805,2020-12-01,OFF-ST-10002756,SH-19975,561.2,4,COD,5.4
4350,CA-2020-169894,2020-11-24,OFF-ST-10000060,MV-17485,450.9,8,COD,-41.6
9006,CA-2020-107825,2020-11-18,OFF-ST-10001321,NB-18655,142.5,6,COD,25
9007,CA-2020-107825,2020-11-18,OFF-ST-10000777,NB-18655,161.8,1,COD,10.6
8702,CA-2020-119284,2020-06-15,OFF-ST-10001490,TS-21205,160.8,1,Online,17.8
8152,CA-2020-140151,2020-03-23,OFF-ST-10001558,RB-19360,139.5,2,Cards,4.9
2099,CA-2020-124401,2020-09-07,OFF-ST-10000649,RD-19900,130.7,3,COD,2.4
8952,CA-2020-150910,2020-12-22,OFF-ST-10000918,JL-15130,395.2,3,Online,2
6942,CA-2020-107132,2020-06-26,OFF-ST-10001490,SC-20260,740.9,4,COD,214.2
6761,CA-2020-100636,2020-06-26,OFF-ST-10004123,DO-13435,285.9,3,Online,0
579,CA-2020-118640,2020-07-20,OFF-ST-10002974,CS-11950,146.7,2,Cards,8.7
6786,CA-2020-121293,2020-07-25,OFF-ST-10000060,JC-15775,299.9,5,Cards,-26
5014,US-2020-160465,2020-07-21,OFF-ST-10000136,SW-20350,272.3,7,Cards,25
2233,CA-2020-132122,2020-07-09,OFF-ST-10003692,JH-15820,278.9,5,Online,14.3
6142,CA-2020-121083,2020-07-09,OFF-ST-10002554,JF-15190,221.6,4,COD,3.9
3396,US-2020-148362,2020-07-01,OFF-ST-10001128,KF-16285,475.9,4,COD,13.3
5933,US-2020-169551,2020-07-07,OFF-ST-10004835,RL-19615,85.4,3,COD,1
8275,CA-2020-164112,2020-06-30,OFF-ST-10002615,ND-18460,1130.4,7,Online,282.2
3107,CA-2020-127460,2020-07-10,OFF-ST-10004340,FG-14260,325.5,6,COD,26.1
7513,US-2020-161935,2020-07-14,OFF-ST-10001837,JL-15835,273.5,7,COD,18
7511,US-2020-161935,2020-07-14,OFF-ST-10003455,JL-15835,107,5,Online,4.7
2587,CA-2020-131695,2020-06-30,OFF-ST-10001476,RA-19285,281.6,7,COD,67.1
5976,CA-2020-102155,2020-07-13,OFF-ST-10001496,RR-19525,374.4,2,Online,93.7
1532,CA-2020-159884,2020-08-31,OFF-ST-10000344,JF-15490,140.7,1,COD,0.8
912,CA-2020-137596,2020-09-02,OFF-ST-10003816,BE-11335,376.4,2,Cards,81
6905,CA-2020-111220,2020-09-02,OFF-ST-10003994,JS-15595,260.9,5,COD,-44.2
9585,CA-2020-132584,2020-08-26,OFF-ST-10000344,HJ-14875,143.7,4,COD,14
7914,US-2020-105697,2020-08-25,OFF-ST-10003996,JE-15715,128.7,2,COD,1.9
1796,US-2020-139465,2020-08-27,OFF-ST-10002352,MR-17545,170.8,8,COD,16.6
6680,CA-2020-145037,2020-09-02,OFF-ST-10000918,TB-21055,110.9,1,Cards,2.8
2569,CA-2020-148929,2020-09-07,OFF-ST-10003282,SP-20620,491.1,8,COD,133.9
3488,CA-2020-120705,2020-09-05,OFF-ST-10001522,MG-17875,158.2,2,Online,-29.4
8325,CA-2020-144456,2020-09-08,OFF-ST-10001321,FC-14245,105.7,5,COD,5.4
1497,CA-2020-152485,2020-09-04,OFF-ST-10004950,JD-15790,102.8,1,COD,-0.2
6081,CA-2020-154676,2020-08-05,OFF-ST-10001172,NZ-18565,200.1,9,COD,7.6
7653,CA-2020-110821,2020-08-07,OFF-ST-10002790,CK-12205,164.2,2,Online,-25.1
